"526" | BBox: (53.880001068115234, 782.2770385742188, 67.5, 792.239990234375)
"0" | BBox: (473.8599853515625, 88.24107360839844, 480.42999267578125, 98.20407104492188)
"惠" | BBox: (486.5799865722656, 88.52906799316406, 495.5799865722656, 97.52906799316406)
"LD" | BBox: (495.2200012207031, 88.24107360839844, 508.989990234375, 98.20407104492188)
"50" | BBox: (527.8599853515625, 88.24107360839844, 539.1099853515625, 98.20407104492188)
"10.5" | BBox: (280.8500061035156, 136.84104919433594, 298.1000061035156, 146.80404663085938)
"韩" | BBox: (304.489990234375, 137.12904357910156, 313.489990234375, 146.12904357910156)
"R" | BBox: (313.010009765625, 135.5540313720703, 317.01202392578125, 142.19602966308594)
"KR" | BBox: (316.8699951171875, 136.84104919433594, 329.11297607421875, 146.80404663085938)
"R" | BBox: (328.989990234375, 135.5540313720703, 332.99200439453125, 142.19602966308594)
"11.1" | BBox: (280.9700012207031, 149.32102966308594, 297.8599853515625, 159.28402709960938)
"日" | BBox: (304.489990234375, 149.60902404785156, 313.489990234375, 158.60902404785156)
"R" | BBox: (313.010009765625, 148.03407287597656, 317.01202392578125, 154.6760711669922)
"JP" | BBox: (316.8699951171875, 149.32102966308594, 325.1139831542969, 159.28402709960938)
"R" | BBox: (325.0299987792969, 148.03407287597656, 329.0320129394531, 154.6760711669922)
"14" | BBox: (283.9700012207031, 161.8010711669922, 294.8599853515625, 171.76406860351562)
"巴" | BBox: (304.489990234375, 162.0890655517578, 313.489990234375, 171.0890655517578)
"PK" | BBox: (313.010009765625, 161.8010711669922, 326.44000244140625, 171.76406860351562)
"14.7" | BBox: (280.8500061035156, 174.2810516357422, 298.1000061035156, 184.24404907226562)
"尼" | BBox: (304.489990234375, 174.5690460205078, 313.489990234375, 183.5690460205078)
"NI," | BBox: (313.010009765625, 174.2810516357422, 324.37701416015625, 184.24404907226562)
"塞" | BBox: (324.19000244140625, 174.5690460205078, 333.19000244140625, 183.5690460205078)
"RS" | BBox: (332.8299865722656, 174.2810516357422, 345.760009765625, 184.24404907226562)
"3324" | BBox: (43.08000183105469, 187.13641357421875, 59.48999786376953, 196.03668212890625)
"4011.9090 ---" | BBox: (61.560001373291016, 186.2810516357422, 109.09700775146484, 196.24404907226562)
"其他" | BBox: (108.9800033569336, 186.5690460205078, 126.5, 195.5690460205078)
"25" | BBox: (243.64999389648438, 186.2810516357422, 254.89999389648438, 196.24404907226562)
"0" | BBox: (286.1300048828125, 186.2810516357422, 292.70001220703125, 196.24404907226562)
"东盟" | BBox: (304.489990234375, 186.5690460205078, 322.0099792480469, 195.5690460205078)
"AS," | BBox: (321.6700134277344, 186.2810516357422, 334.9540100097656, 196.24404907226562)
"智" | BBox: (334.8699951171875, 186.5690460205078, 343.8699951171875, 195.5690460205078)
"CL," | BBox: (343.3900146484375, 186.2810516357422, 356.6739807128906, 196.24404907226562)
"新西兰" | BBox: (356.5899963378906, 186.5690460205078, 382.7530212402344, 195.5690460205078)
"NZ," | BBox: (382.3900146484375, 186.2810516357422, 396.1600036621094, 196.24404907226562)
"新加坡" | BBox: (396.07000732421875, 186.5690460205078, 422.2330322265625, 195.5690460205078)
"SG," | BBox: (421.75, 186.2810516357422, 435.1600036621094, 196.24404907226562)
"哥" | BBox: (434.95001220703125, 186.5690460205078, 443.95001220703125, 195.5690460205078)
"CR," | BBox: (443.6199951171875, 186.2810516357422, 457.3900146484375, 196.24404907226562)
"冰" | BBox: (304.489990234375, 198.5690460205078, 313.489990234375, 207.5690460205078)
"IS," | BBox: (313.010009765625, 198.2810516357422, 322.82000732421875, 208.24404907226562)
"澳" | BBox: (322.75, 198.5690460205078, 331.75, 207.5690460205078)
"AU," | BBox: (331.3900146484375, 198.2810516357422, 346.1199951171875, 208.24404907226562)
"格" | BBox: (346.0299987792969, 198.5690460205078, 355.0299987792969, 207.5690460205078)
"GE," | BBox: (354.6700134277344, 198.2810516357422, 368.322998046875, 208.24404907226562)
"毛" | BBox: (368.2300109863281, 198.5690460205078, 377.2300109863281, 207.5690460205078)
"MU," | BBox: (376.75, 198.2810516357422, 393.1659851074219, 208.24404907226562)
"柬" | BBox: (392.95001220703125, 198.5690460205078, 401.95001220703125, 207.5690460205078)
"KH," | BBox: (401.5899963378906, 198.2810516357422, 416.3199768066406, 208.24404907226562)
"马" | BBox: (416.2300109863281, 198.5690460205078, 425.2300109863281, 207.5690460205078)
"MV," | BBox: (424.8699951171875, 198.2810516357422, 440.0799865722656, 208.24404907226562)
"港" | BBox: (439.8699951171875, 198.5690460205078, 448.8699951171875, 207.5690460205078)
"HK," | BBox: (448.4200134277344, 198.2810516357422, 463.2699890136719, 208.24404907226562)
"澳门" | BBox: (304.489990234375, 210.5690460205078, 322.0099792480469, 219.5690460205078)
"MO" | BBox: (321.54998779296875, 210.2810516357422, 338.0799865722656, 220.24404907226562)
"0" | BBox: (473.8599853515625, 186.2810516357422, 480.42999267578125, 196.24404907226562)
"惠" | BBox: (486.5799865722656, 186.5690460205078, 495.5799865722656, 195.5690460205078)
"LD" | BBox: (495.2200012207031, 186.2810516357422, 508.989990234375, 196.24404907226562)
"50" | BBox: (527.8599853515625, 186.2810516357422, 539.1099853515625, 196.24404907226562)
"11.2" | BBox: (280.9700012207031, 222.7610321044922, 297.8599853515625, 232.72402954101562)
"韩" | BBox: (304.489990234375, 223.0490264892578, 313.489990234375, 232.0490264892578)
"KR" | BBox: (313.010009765625, 222.7610321044922, 327.5199890136719, 232.72402954101562)
"20" | BBox: (283.9700012207031, 235.24107360839844, 294.8599853515625, 245.20407104492188)
"东盟" | BBox: (304.489990234375, 235.52906799316406, 322.0099792480469, 244.52906799316406)
"R" | BBox: (321.6700134277344, 233.9540557861328, 325.6720275878906, 240.59605407714844)
"AS" | BBox: (325.510009765625, 235.24107360839844, 336.7539978027344, 245.20407104492188)
"R" | BBox: (336.54998779296875, 233.9540557861328, 340.552001953125, 240.59605407714844)
"," | BBox: (340.2699890136719, 235.24107360839844, 342.5199890136719, 245.20407104492188)
"澳" | BBox: (342.42999267578125, 235.52906799316406, 351.42999267578125, 244.52906799316406)
"R" | BBox: (351.07000732421875, 233.9540557861328, 355.072021484375, 240.59605407714844)
"AU" | BBox: (354.9100036621094, 235.24107360839844, 367.6479797363281, 245.20407104492188)
"R" | BBox: (367.3900146484375, 233.9540557861328, 371.39202880859375, 240.59605407714844)
"," | BBox: (371.1099853515625, 235.24107360839844, 373.3599853515625, 245.20407104492188)
"韩" | BBox: (373.2699890136719, 235.52906799316406, 382.2699890136719, 244.52906799316406)
"R" | BBox: (381.9100036621094, 233.9540557861328, 385.9120178222656, 240.59605407714844)
"KR" | BBox: (385.6300048828125, 235.24107360839844, 397.99298095703125, 245.20407104492188)
"R" | BBox: (397.75, 233.9540557861328, 401.75201416015625, 240.59605407714844)
"," | BBox: (401.4700012207031, 235.24107360839844, 403.7200012207031, 245.20407104492188)
"新西兰" | BBox: (403.6300048828125, 235.52906799316406, 429.9100341796875, 244.52906799316406)
"R" | BBox: (429.42999267578125, 233.9540557861328, 433.4320068359375, 240.59605407714844)
"NZ" | BBox: (433.2699890136719, 235.24107360839844, 445.00897216796875, 245.20407104492188)
"R" | BBox: (444.94000244140625, 233.9540557861328, 448.9420166015625, 240.59605407714844)
"21.7" | BBox: (280.8500061035156, 247.84104919433594, 298.1000061035156, 257.8040466308594)
"尼" | BBox: (304.489990234375, 248.12904357910156, 313.489990234375, 257.1290588378906)
"NI" | BBox: (313.010009765625, 247.84104919433594, 324.3999938964844, 257.8040466308594)
"40.12" | BBox: (61.560001373291016, 259.8710021972656, 82.0739974975586, 269.8340148925781)
"翻新的或旧的充气橡胶轮胎；实" | BBox: (100.58000183105469, 260.1590270996094, 221.89999389648438, 269.1590270996094)
"心或半实心橡胶轮胎、橡胶胎面" | BBox: (100.58000183105469, 272.1590270996094, 221.89999389648438, 281.1590270996094)
"及橡胶轮胎衬带：" | BBox: (100.58000183105469, 284.1590270996094, 170.05999755859375, 293.1590270996094)
"-" | BBox: (100.58000183105469, 295.8710021972656, 103.5770034790039, 305.8340148925781)
"翻新轮胎：" | BBox: (103.33999633789062, 296.1590270996094, 146.78298950195312, 305.1590270996094)
"3325" | BBox: (43.08000183105469, 308.72637939453125, 59.48999786376953, 317.62664794921875)
"4012.1100 --" | BBox: (61.560001373291016, 307.8710021972656, 106.33700561523438, 317.8340148925781)
"机动小客车（包括旅行小客车及" | BBox: (106.0999984741211, 308.1590270996094, 223.46897888183594, 317.1590270996094)
"赛车）用" | BBox: (100.58000183105469, 320.1590270996094, 135.38299560546875, 329.1590270996094)
"20" | BBox: (243.64999389648438, 307.8710021972656, 254.89999389648438, 317.8340148925781)
"0" | BBox: (286.1300048828125, 307.8710021972656, 292.70001220703125, 317.8340148925781)
"东盟" | BBox: (304.489990234375, 308.1590270996094, 322.0099792480469, 317.1590270996094)
"AS," | BBox: (321.6700134277344, 307.8710021972656, 334.9540100097656, 317.8340148925781)
"智" | BBox: (334.8699951171875, 308.1590270996094, 343.8699951171875, 317.1590270996094)
"CL," | BBox: (343.3900146484375, 307.8710021972656, 356.6739807128906, 317.8340148925781)
"新西兰" | BBox: (356.5899963378906, 308.1590270996094, 382.7530212402344, 317.1590270996094)
"NZ," | BBox: (382.3900146484375, 307.8710021972656, 396.1600036621094, 317.8340148925781)
"新加坡" | BBox: (396.07000732421875, 308.1590270996094, 422.2330322265625, 317.1590270996094)
"SG," | BBox: (421.75, 307.8710021972656, 435.1600036621094, 317.8340148925781)
"秘" | BBox: (434.95001220703125, 308.1590270996094, 443.95001220703125, 317.1590270996094)
"PE," | BBox: (443.5, 307.8710021972656, 455.95599365234375, 317.8340148925781)
"哥" | BBox: (455.739990234375, 308.1590270996094, 464.739990234375, 317.1590270996094)
"CR," | BBox: (304.489990234375, 319.8710021972656, 318.260009765625, 329.8340148925781)
"瑞" | BBox: (318.07000732421875, 320.1590270996094, 327.07000732421875, 329.1590270996094)
"CH," | BBox: (326.7099914550781, 319.8710021972656, 340.95697021484375, 329.8340148925781)
"冰" | BBox: (340.8699951171875, 320.1590270996094, 349.8699951171875, 329.1590270996094)
"IS," | BBox: (349.3900146484375, 319.8710021972656, 359.3260192871094, 329.8340148925781)
"澳" | BBox: (359.1099853515625, 320.1590270996094, 368.1099853515625, 329.1590270996094)
"AU," | BBox: (367.75, 319.8710021972656, 382.47998046875, 329.8340148925781)
"格" | BBox: (382.3900146484375, 320.1590270996094, 391.3900146484375, 329.1590270996094)
"GE," | BBox: (391.0299987792969, 319.8710021972656, 404.79998779296875, 329.8340148925781)
"毛" | BBox: (404.5899963378906, 320.1590270996094, 413.5899963378906, 329.1590270996094)
"MU," | BBox: (413.1099853515625, 319.8710021972656, 429.5169982910156, 329.8340148925781)
"柬" | BBox: (429.30999755859375, 320.1590270996094, 438.30999755859375, 329.1590270996094)
"KH," | BBox: (437.95001220703125, 319.8710021972656, 452.67999267578125, 329.8340148925781)
"厄" | BBox: (452.6199951171875, 320.1590270996094, 461.6199951171875, 329.1590270996094)
"EC," | BBox: (304.489990234375, 331.87103271484375, 317.782958984375, 341.83404541015625)
"马" | BBox: (317.5899963378906, 332.1590576171875, 326.5899963378906, 341.1590576171875)
"MV," | BBox: (326.1099853515625, 331.87103271484375, 341.3199768066406, 341.83404541015625)
"港" | BBox: (341.2300109863281, 332.1590576171875, 350.2300109863281, 341.1590576171875)
"HK," | BBox: (349.75, 331.87103271484375, 364.5999755859375, 341.83404541015625)
"澳门" | BBox: (364.510009765625, 332.1590576171875, 382.0299987792969, 341.1590576171875)
"MO" | BBox: (381.54998779296875, 331.87103271484375, 398.0799865722656, 341.83404541015625)
"0" | BBox: (473.8599853515625, 307.8710021972656, 480.42999267578125, 317.8340148925781)
"惠" | BBox: (486.5799865722656, 308.1590270996094, 495.5799865722656, 317.1590270996094)
"LD" | BBox: (495.2200012207031, 307.8710021972656, 508.989990234375, 317.8340148925781)
"50" | BBox: (527.8599853515625, 307.8710021972656, 539.1099853515625, 317.8340148925781)
"5.3" | BBox: (283.010009765625, 344.3510437011719, 295.94000244140625, 354.3140563964844)
"韩" | BBox: (304.489990234375, 344.6390686035156, 313.489990234375, 353.6390686035156)
"KR" | BBox: (313.010009765625, 344.3510437011719, 327.5199890136719, 354.3140563964844)
"12" | BBox: (283.9700012207031, 356.8310241699219, 294.8599853515625, 366.7940368652344)
"东盟" | BBox: (304.489990234375, 357.1190490722656, 322.0099792480469, 366.1190490722656)
"R" | BBox: (321.6700134277344, 355.5440368652344, 325.6720275878906, 362.18603515625)
"AS" | BBox: (325.510009765625, 356.8310241699219, 336.7539978027344, 366.7940368652344)
"R" | BBox: (336.54998779296875, 355.5440368652344, 340.552001953125, 362.18603515625)
"," | BBox: (340.2699890136719, 356.8310241699219, 342.5199890136719, 366.7940368652344)
"澳" | BBox: (342.42999267578125, 357.1190490722656, 351.42999267578125, 366.1190490722656)
"R" | BBox: (351.07000732421875, 355.5440368652344, 355.072021484375, 362.18603515625)
"AU" | BBox: (354.9100036621094, 356.8310241699219, 367.6479797363281, 366.7940368652344)
"R" | BBox: (367.3900146484375, 355.5440368652344, 371.39202880859375, 362.18603515625)
"," | BBox: (371.1099853515625, 356.8310241699219, 373.3599853515625, 366.7940368652344)
"韩" | BBox: (373.2699890136719, 357.1190490722656, 382.2699890136719, 366.1190490722656)
"R" | BBox: (381.9100036621094, 355.5440368652344, 385.9120178222656, 362.18603515625)
"KR" | BBox: (385.6300048828125, 356.8310241699219, 397.99298095703125, 366.7940368652344)
"R" | BBox: (397.75, 355.5440368652344, 401.75201416015625, 362.18603515625)
"," | BBox: (401.4700012207031, 356.8310241699219, 403.7200012207031, 366.7940368652344)
"新西兰" | BBox: (403.6300048828125, 357.1190490722656, 429.9100341796875, 366.1190490722656)
"R" | BBox: (429.42999267578125, 355.5440368652344, 433.4320068359375, 362.18603515625)
"NZ" | BBox: (433.2699890136719, 356.8310241699219, 445.00897216796875, 366.7940368652344)
"R" | BBox: (444.94000244140625, 355.5440368652344, 448.9420166015625, 362.18603515625)
"15" | BBox: (283.9700012207031, 369.31103515625, 294.8599853515625, 379.2740478515625)
"日" | BBox: (304.489990234375, 369.59906005859375, 313.489990234375, 378.59906005859375)
"R" | BBox: (313.010009765625, 368.0240478515625, 317.01202392578125, 374.6660461425781)
"JP" | BBox: (316.8699951171875, 369.31103515625, 325.1139831542969, 379.2740478515625)
"R" | BBox: (325.0299987792969, 368.0240478515625, 329.0320129394531, 374.6660461425781)
"17.3" | BBox: (280.8500061035156, 381.7910461425781, 298.1000061035156, 391.7540588378906)
"尼" | BBox: (304.489990234375, 382.0790710449219, 313.489990234375, 391.0790710449219)
"NI" | BBox: (313.010009765625, 381.7910461425781, 324.3999938964844, 391.7540588378906)
"3326" | BBox: (43.08000183105469, 394.64642333984375, 59.48999786376953, 403.54669189453125)
"4012.1200 --" | BBox: (61.560001373291016, 393.7910461425781, 106.33700561523438, 403.7540588378906)
"机动大客车或货运机动车辆用" | BBox: (106.0999984741211, 394.0790710449219, 218.31198120117188, 403.0790710449219)
"20" | BBox: (243.64999389648438, 393.7910461425781, 254.89999389648438, 403.7540588378906)
"0" | BBox: (286.1300048828125, 393.7910461425781, 292.70001220703125, 403.7540588378906)
"东盟" | BBox: (304.489990234375, 394.0790710449219, 322.0099792480469, 403.0790710449219)
"AS," | BBox: (321.6700134277344, 393.7910461425781, 334.9540100097656, 403.7540588378906)
"智" | BBox: (334.8699951171875, 394.0790710449219, 343.8699951171875, 403.0790710449219)
"CL," | BBox: (343.3900146484375, 393.7910461425781, 356.6739807128906, 403.7540588378906)
"新西兰" | BBox: (356.5899963378906, 394.0790710449219, 382.7530212402344, 403.0790710449219)
"NZ," | BBox: (382.3900146484375, 393.7910461425781, 396.1600036621094, 403.7540588378906)
"新加坡" | BBox: (396.07000732421875, 394.0790710449219, 422.2330322265625, 403.0790710449219)
"SG," | BBox: (421.75, 393.7910461425781, 435.1600036621094, 403.7540588378906)
"秘" | BBox: (434.95001220703125, 394.0790710449219, 443.95001220703125, 403.0790710449219)
"PE," | BBox: (443.5, 393.7910461425781, 455.95599365234375, 403.7540588378906)
"哥" | BBox: (455.739990234375, 394.0790710449219, 464.739990234375, 403.0790710449219)
"CR," | BBox: (304.489990234375, 405.7910461425781, 318.260009765625, 415.7540588378906)
"瑞" | BBox: (318.07000732421875, 406.0790710449219, 327.07000732421875, 415.0790710449219)
"CH," | BBox: (326.7099914550781, 405.7910461425781, 340.95697021484375, 415.7540588378906)
"冰" | BBox: (340.8699951171875, 406.0790710449219, 349.8699951171875, 415.0790710449219)
"IS," | BBox: (349.3900146484375, 405.7910461425781, 359.3260192871094, 415.7540588378906)
"澳" | BBox: (359.1099853515625, 406.0790710449219, 368.1099853515625, 415.0790710449219)
"AU," | BBox: (367.75, 405.7910461425781, 382.47998046875, 415.7540588378906)
"格" | BBox: (382.3900146484375, 406.0790710449219, 391.3900146484375, 415.0790710449219)
"GE," | BBox: (391.0299987792969, 405.7910461425781, 404.79998779296875, 415.7540588378906)
"毛" | BBox: (404.5899963378906, 406.0790710449219, 413.5899963378906, 415.0790710449219)
"MU," | BBox: (413.1099853515625, 405.7910461425781, 429.5169982910156, 415.7540588378906)
"柬" | BBox: (429.30999755859375, 406.0790710449219, 438.30999755859375, 415.0790710449219)
"KH," | BBox: (437.95001220703125, 405.7910461425781, 452.67999267578125, 415.7540588378906)
"马" | BBox: (452.6199951171875, 406.0790710449219, 461.6199951171875, 415.0790710449219)
"MV," | BBox: (304.489990234375, 417.7910461425781, 319.6999816894531, 427.7540588378906)
"港" | BBox: (319.510009765625, 418.0790710449219, 328.510009765625, 427.0790710449219)
"HK," | BBox: (328.0299987792969, 417.7910461425781, 342.8799743652344, 427.7540588378906)
"澳门" | BBox: (342.6700134277344, 418.0790710449219, 360.3100280761719, 427.0790710449219)
"MO" | BBox: (359.8299865722656, 417.7910461425781, 376.3599853515625, 427.7540588378906)
"0" | BBox: (473.8599853515625, 393.7910461425781, 480.42999267578125, 403.7540588378906)
"惠" | BBox: (486.5799865722656, 394.0790710449219, 495.5799865722656, 403.0790710449219)
"LD" | BBox: (495.2200012207031, 393.7910461425781, 508.989990234375, 403.7540588378906)
"50" | BBox: (527.8599853515625, 393.7910461425781, 539.1099853515625, 403.7540588378906)
"5.3" | BBox: (283.010009765625, 430.2710266113281, 295.94000244140625, 440.2340393066406)
"韩" | BBox: (304.489990234375, 430.5590515136719, 313.489990234375, 439.5590515136719)
"KR" | BBox: (313.010009765625, 430.2710266113281, 327.5199890136719, 440.2340393066406)
"12" | BBox: (283.9700012207031, 442.8910217285156, 294.8599853515625, 452.8540344238281)
"东盟" | BBox: (304.489990234375, 443.1790466308594, 322.0099792480469, 452.1790466308594)
"R" | BBox: (321.6700134277344, 441.6040344238281, 325.6720275878906, 448.24603271484375)
"AS" | BBox: (325.510009765625, 442.8910217285156, 336.7539978027344, 452.8540344238281)
"R" | BBox: (336.54998779296875, 441.6040344238281, 340.552001953125, 448.24603271484375)
"," | BBox: (340.2699890136719, 442.8910217285156, 342.5199890136719, 452.8540344238281)
"澳" | BBox: (342.42999267578125, 443.1790466308594, 351.42999267578125, 452.1790466308594)
"R" | BBox: (351.07000732421875, 441.6040344238281, 355.072021484375, 448.24603271484375)
"AU" | BBox: (354.9100036621094, 442.8910217285156, 367.6479797363281, 452.8540344238281)
"R" | BBox: (367.3900146484375, 441.6040344238281, 371.39202880859375, 448.24603271484375)
"," | BBox: (371.1099853515625, 442.8910217285156, 373.3599853515625, 452.8540344238281)
"韩" | BBox: (373.2699890136719, 443.1790466308594, 382.2699890136719, 452.1790466308594)
"R" | BBox: (381.9100036621094, 441.6040344238281, 385.9120178222656, 448.24603271484375)
"KR" | BBox: (385.6300048828125, 442.8910217285156, 397.99298095703125, 452.8540344238281)
"R" | BBox: (397.75, 441.6040344238281, 401.75201416015625, 448.24603271484375)
"," | BBox: (401.4700012207031, 442.8910217285156, 403.7200012207031, 452.8540344238281)
"新西兰" | BBox: (403.6300048828125, 443.1790466308594, 429.9100341796875, 452.1790466308594)
"R" | BBox: (429.42999267578125, 441.6040344238281, 433.4320068359375, 448.24603271484375)
"NZ" | BBox: (433.2699890136719, 442.8910217285156, 445.00897216796875, 452.8540344238281)
"R" | BBox: (444.94000244140625, 441.6040344238281, 448.9420166015625, 448.24603271484375)
"12.7" | BBox: (280.8500061035156, 455.37103271484375, 298.1000061035156, 465.33404541015625)
"日" | BBox: (304.489990234375, 455.6590576171875, 313.489990234375, 464.6590576171875)
"R" | BBox: (313.010009765625, 454.08404541015625, 317.01202392578125, 460.7260437011719)
"JP" | BBox: (316.8699951171875, 455.37103271484375, 325.1139831542969, 465.33404541015625)
"R" | BBox: (325.0299987792969, 454.08404541015625, 329.0320129394531, 460.7260437011719)
"17.3" | BBox: (280.8500061035156, 467.8510437011719, 298.1000061035156, 477.8140563964844)
"尼" | BBox: (304.489990234375, 468.1390686035156, 313.489990234375, 477.1390686035156)
"NI" | BBox: (313.010009765625, 467.8510437011719, 324.3999938964844, 477.8140563964844)
"3327" | BBox: (43.08000183105469, 480.7064208984375, 59.48999786376953, 489.606689453125)
"4012.1300 --" | BBox: (61.560001373291016, 479.8510437011719, 106.33700561523438, 489.8140563964844)
"航空器用" | BBox: (106.0999984741211, 480.1390686035156, 140.9029998779297, 489.1390686035156)
"20∆4" | BBox: (238.72999572753906, 479.8510437011719, 259.94000244140625, 489.8140563964844)
"0" | BBox: (286.1300048828125, 479.8510437011719, 292.70001220703125, 489.8140563964844)
"东盟" | BBox: (304.489990234375, 480.1390686035156, 322.0099792480469, 489.1390686035156)
